10?DFJSP10
20 15 3
Operations vector:
12 13 11
11 14  11 14 13
200 14  6.3 62.4  0.7 0.7
193 15  6.75 62.4  0.7 0.7
106 18  8.1 62.4  0.7 0.7
145 10  4.5 54.4  0.7 0.6
92 11 4.95
54.4 0.7
0.6
83 11 4.95
54.4 0.7
0.6
160 8 3.6
59.6 0.6
0.6
119 8 3.6
59.6 0.6
0.6
110 9 4.05
59.6 0.6
0.6
191 9 4.05
70.8 0.7
0.6
180 12  5.4 70.8  0.7 0.6
161 13  5.85 70.8  0.7 0.6
188 16  7.2 65.6  0.8 0.8
146 16  7.2 65.6  0.8 0.8
108 16  7.2 65.6  0.8 0.8
158 6 2.7
66.2 0.8
0.7
98 6 2.7
66.2 0.8
0.7
58 7 3.15
66.2 0.8
0.7
122 11  4.95 58.2  0.7 0.7
99 11 4.95
58.2 0.7
0.7
73 12 5.4
58.2 0.7
0.7
190 17  7.65 55.5  0.9 0.7
154 17  7.65 55.5  0.9 0.7
116 17  7.65 55.5  0.9 0.7
146 13  5.85 74.6  0.9 0.5
92 15 6.75
74.6 0.9
0.5
52 17 7.65
74.6 0.9
0.5
180 18  8.1 78.2  0.7 0.6
169 19  8.55 78.2  0.7 0.6
74 21 9.45
78.2 0.7
0.6
173 7 3.15
66.9 0.6
0.8
102 9 4.05
66.9 0.6
0.8
70 10 4.5
66.9 0.6
0.8
160 11  4.95 78.7  0.8 0.8
157 13  5.85 78.7  0.8 0.8
63 13 5.85
78.7 0.8
0.8
129 7 3.15
57.1 0.7
0.9
114 8 3.6
57.1 0.7
0.9
92 9 4.05
57.1 0.7
0.9
169 5 2.25
66 0.9  0.6
154 5 2.25
66 0.9  0.6
53 5 2.25
66 0.9  0.6
113 11  4.95 69.3  0.5 0.8
101 11  4.95 69.3  0.5 0.8
69 13 5.85
69.3 0.5
0.8
154 4 1.8
79.5 0.7
0.7
106 6 2.7
79.5 0.7
0.7
72 7 3.15
79.5 0.7
0.7
128 18  8.1 61.1  0.6 0.6
128 20  9 61.1  0.6 0.6
117 21  9.45 61.1  0.6 0.6
99 15 6.75
77.7 0.6
0.6
87 16 7.2
77.7 0.6
0.6
84 17 7.65
77.7 0.6
0.6
191 8 3.6
65 0.5  0.6
162 9 4.05
65 0.5  0.6
137 10  4.5 65  0.5 0.6
172 15  6.75 79.4  0.9 0.5
110 16  7.2 79.4  0.9 0.5
83 17 7.65
79.4 0.9
0.5
185 8 3.6
59.8 0.7
0.8
165 8 3.6
59.8 0.7
0.8
100 9 4.05
59.8 0.7
0.8
192 14  6.3 64.6  0.7 0.9
94 14 6.3
64.6 0.7
0.9
71 14 6.3
64.6 0.7
0.9
198 15  6.75 77.1  0.7 0.8
198 17  7.65 77.1  0.7 0.8
117 18  8.1 77.1  0.7 0.8
190 10  4.5 72.7  0.7 0.6
124 11  4.95 72.7  0.7 0.6
83 12 5.4
72.7 0.7
0.6
110 6 2.7
65.6 0.7
0.6
91 8 3.6
65.6 0.7
0.6
87 8 3.6
65.6 0.7
0.6
118 9 4.05
77.8 0.9
0.9
110 10  4.5 77.8  0.9 0.9
55 12 5.4
77.8 0.9
0.9
188 17  7.65 71.4  0.7 0.9
163 19  8.55 71.4  0.7 0.9
100 20  9 71.4  0.7 0.9
196 8 3.6
57.7 0.8
0.8
183 10  4.5 57.7  0.8 0.8
103 10  4.5 57.7  0.8 0.8
172 10  4.5 66.6  0.6 0.9
94 10 4.5
66.6 0.6
0.9
83 12 5.4
66.6 0.6
0.9
197 5 2.25
59.5 0.7
0.6
109 8 3.6
59.5 0.7
0.6
72 8 3.6
59.5 0.7
0.6
149 12  5.4 72.5  0.8 0.6
140 12  5.4 72.5  0.8 0.6
86 13 5.85
72.5 0.8
0.6
183 10  4.5 78.5  0.7 0.8
148 11  4.95 78.5  0.7 0.8
103 12  5.4 78.5  0.7 0.8
181 7 3.15
75.3 0.6
0.7
181 7 3.15
75.3 0.6
0.7
139 8 3.6
75.3 0.6
0.7
164 6 2.7
68.4 0.6
0.7
140 6 2.7
68.4 0.6
0.7
111 8 3.6
68.4 0.6
0.7
185 14  6.3 70.9  0.8 0.7
136 15  6.75 70.9  0.8 0.7
122 15  6.75 70.9  0.8 0.7
197 11  4.95 67.3  0.6 0.5
164 12  5.4 67.3  0.6 0.5
76 12 5.4
67.3 0.6
0.5
197 7 3.15
50.1 0.8
0.6
185 9 4.05
50.1 0.8
0.6
58 9 4.05
50.1 0.8
0.6
190 18  8.1 74.1  0.7 0.6
181 18  8.1 74.1  0.7 0.6
136 19  8.55 74.1  0.7 0.6
194 13  5.85 67.4  0.5 0.8
190 13  5.85 67.4  0.5 0.8
161 14  6.3 67.4  0.5 0.8
188 19  8.55 70.5  0.6 0.8
73 20 9
70.5 0.6
0.8
54 20 9
70.5 0.6
0.8
188 12  5.4 50.1  0.5 0.8
124 12  5.4 50.1  0.5 0.8
95 14 6.3
50.1 0.5
0.8
92 15 6.75
55.7 0.9
0.8
77 15 6.75
55.7 0.9
0.8
54 16 7.2
55.7 0.9
0.8
163 7 3.15
62.5 0.7
0.6
64 8 3.6
62.5 0.7
0.6
58 8 3.6
62.5 0.7
0.6
164 8 3.6
53.5 0.7
0.6
124 9 4.05
53.5 0.7
0.6
107 10  4.5 53.5  0.7 0.6
